ID,JNODE,INODE,KNODE,TPF,DATA1,DATA2,DATA3,VOLAU,VOLAD,TIMAU
45133-45117-45133,45117,45133,45133,0,0.0,0.0,0.0,0.0,0.0,-1.0
45133-45117-45182,45117,45133,45182,-1,0.0,0.0,0.0,85.831482,0.0,0.0
45182-45117-45055,45117,45182,45055,-1,0.0,0.0,0.0,139.30193,0.0,0.0
45182-45117-45133,45117,45182,45133,-1,0.0,0.0,0.0,77.355278,0.0,0.0
45182-45117-45182,45117,45182,45182,0,0.0,0.0,0.0,0.0,0.0,-1.0
45528-45120-45528,45120,45528,45528,0,0.0,0.0,0.0,0.0,0.0,-1.0
45528-45120-55943,45120,45528,55943,-1,0.0,0.0,0.0,61.745968,0.0,0.0
55943-45120-45528,45120,55943,45528,-1,0.0,0.0,0.0,148.23213,0.0,0.0
55943-45120-55943,45120,55943,55943,0,0.0,0.0,0.0,0.0,0.0,-1.0
45129-45130-45129,45130,45129,45129,0,0.0,0.0,0.0,0.0,0.0,-1.0
45129-45130-45131,45130,45129,45131,-1,0.0,0.0,0.0,0.0776432,0.0,0.0
45129-45130-45135,45130,45129,45135,-1,0.0,0.0,0.0,0.0,0.0,0.0
45131-45130-45129,45130,45131,45129,-1,0.0,0.0,0.0,0.1608932,0.0,0.0
45131-45130-45131,45130,45131,45131,0,0.0,0.0,0.0,0.0,0.0,-1.0
45131-45130-45135,45130,45131,45135,-1,0.0,0.0,0.0,0.0,0.0,0.0
45135-45130-45129,45130,45135,45129,-1,0.0,0.0,0.0,0.0379562,0.0,0.0
45135-45130-45131,45130,45135,45131,-1,0.0,0.0,0.0,0.0243501,0.0,0.0
45135-45130-45135,45130,45135,45135,0,0.0,0.0,0.0,0.0,0.0,-1.0
45238-45130-45129,45130,45238,45129,0,0.0,0.0,0.0,0.0,0.0,-1.0
45238-45130-45131,45130,45238,45131,-1,0.0,0.0,0.0,0.0277251,0.0,0.0
45238-45130-45135,45130,45238,45135,-1,0.0,0.0,0.0,0.0,0.0,0.0
45131-45132-45131,45132,45131,45131,0,0.0,0.0,0.0,0.0,0.0,-1.0
45131-45132-45263,45132,45131,45263,-1,0.0,0.0,0.0,0.1258025,0.0,0.0
45131-45132-45264,45132,45131,45264,-1,0.0,0.0,0.0,0.0,0.0,0.0
45131-45132-45514,45132,45131,45514,-1,0.0,0.0,0.0,0.0424408,0.0,0.0
45131-45132-55935,45132,45131,55935,-1,0.0,0.0,0.0,1.9070297,0.0,0.0
45263-45132-45131,45132,45263,45131,-1,0.0,0.0,0.0,0.0959549,0.0,0.0
45263-45132-45263,45132,45263,45263,0,0.0,0.0,0.0,0.0,0.0,-1.0
45263-45132-45264,45132,45263,45264,-1,0.0,0.0,0.0,2.9454331,0.0,0.0
45263-45132-45514,45132,45263,45514,-1,0.0,0.0,0.0,0.0,0.0,0.0
45263-45132-55935,45132,45263,55935,-1,0.0,0.0,0.0,0.0028091,0.0,0.0
45264-45132-45131,45132,45264,45131,-1,0.0,0.0,0.0,0.108655,0.0,0.0
45264-45132-45263,45132,45264,45263,-1,0.0,0.0,0.0,0.0243943,0.0,0.0
45264-45132-45264,45132,45264,45264,0,0.0,0.0,0.0,0.0,0.0,-1.0
45264-45132-45514,45132,45264,45514,0,0.0,0.0,0.0,0.0,0.0,-1.0
45264-45132-55935,45132,45264,55935,-1,0.0,0.0,0.0,10.014021,0.0,0.0
55935-45132-45131,45132,55935,45131,-1,0.0,0.0,0.0,2.2991776,0.0,0.0
55935-45132-45263,45132,55935,45263,-1,0.0,0.0,0.0,0.0027938,0.0,0.0
55935-45132-45264,45132,55935,45264,-1,0.0,0.0,0.0,87.941093,0.0,0.0
55935-45132-45514,45132,55935,45514,-1,0.0,0.0,0.0,19.248871,0.0,0.0
55935-45132-55935,45132,55935,55935,0,0.0,0.0,0.0,0.0,0.0,-1.0
45117-45133-45117,45133,45117,45117,0,0.0,0.0,0.0,0.0,0.0,-1.0
45117-45133-45134,45133,45117,45134,-1,0.0,0.0,0.0,131.38327,0.0,0.0
45117-45133-45264,45133,45117,45264,-1,0.0,0.0,0.0,10.033372,0.0,0.0
45117-45133-45265,45133,45117,45265,-1,0.0,0.0,0.0,57.761776,0.0,0.0
45134-45133-45117,45133,45134,45117,-1,0.0,0.0,0.0,146.98854,0.0,0.0
45134-45133-45134,45133,45134,45134,0,0.0,0.0,0.0,0.0,0.0,-1.0
45134-45133-45264,45133,45134,45264,0,0.0,0.0,0.0,0.0,0.0,-1.0
45134-45133-45265,45133,45134,45265,-1,0.0,0.0,0.0,0.3399769,0.0,0.0
45264-45133-45117,45133,45264,45117,-1,0.0,0.0,0.0,74.290825,0.0,0.0
45264-45133-45134,45133,45264,45134,-1,0.0,0.0,0.0,2.546746,0.0,0.0
45264-45133-45264,45133,45264,45264,0,0.0,0.0,0.0,0.0,0.0,-1.0
45264-45133-45265,45133,45264,45265,-1,0.0,0.0,0.0,14.048952,0.0,0.0
45265-45133-45117,45133,45265,45117,-1,0.0,0.0,0.0,1.584746,0.0,0.0
45265-45133-45134,45133,45265,45134,-1,0.0,0.0,0.0,0.2150875,0.0,0.0
45265-45133-45264,45133,45265,45264,-1,0.0,0.0,0.0,0.1136985,0.0,0.0
45265-45133-45265,45133,45265,45265,0,0.0,0.0,0.0,0.0,0.0,-1.0
45135-45139-45135,45139,45135,45135,0,0.0,0.0,0.0,0.0,0.0,-1.0
45135-45139-45138,45139,45135,45138,-1,0.0,0.0,0.0,91.89933,0.0,0.0
45135-45139-45238,45139,45135,45238,-1,0.0,0.0,0.0,0.0420943,0.0,0.0
45138-45139-45135,45139,45138,45135,-1,0.0,0.0,0.0,38.292007,0.0,0.0
45138-45139-45138,45139,45138,45138,0,0.0,0.0,0.0,0.0,0.0,-1.0
45138-45139-45238,45139,45138,45238,0,0.0,0.0,0.0,0.0,0.0,-1.0
45238-45139-45135,45139,45238,45135,-1,0.0,0.0,0.0,0.2363526,0.0,0.0
45238-45139-45138,45139,45238,45138,-1,0.0,0.0,0.0,0.7239746,0.0,0.0
45238-45139-45238,45139,45238,45238,0,0.0,0.0,0.0,0.0,0.0,-1.0
45323-45139-45135,45139,45323,45135,-1,0.0,0.0,0.0,0.0,0.0,0.0
45323-45139-45138,45139,45323,45138,-1,0.0,0.0,0.0,18.86451,0.0,0.0
45323-45139-45238,45139,45323,45238,-1,0.0,0.0,0.0,0.13545,0.0,0.0
45142-45143-45148,45143,45142,45148,0,0.0,0.0,0.0,0.0,0.0,-1.0
45142-45143-45388,45143,45142,45388,-1,0.0,0.0,0.0,2.5730853,0.0,0.0
45142-45143-45706,45143,45142,45706,-1,0.0,0.0,0.0,0.3057947,0.0,0.0
45142-45143-55911,45143,45142,55911,-1,0.0,0.0,0.0,24.557034,0.0,0.0
45388-45143-45148,45143,45388,45148,-1,0.0,0.0,0.0,2.1987953,0.0,0.0
45388-45143-45388,45143,45388,45388,0,0.0,0.0,0.0,0.0,0.0,-1.0
45388-45143-45706,45143,45388,45706,-1,0.0,0.0,0.0,0.7336357,0.0,0.0
45388-45143-55911,45143,45388,55911,-1,0.0,0.0,0.0,4.095818,0.0,0.0
45706-45143-45148,45143,45706,45148,-1,0.0,0.0,0.0,0.7275213,0.0,0.0
45706-45143-45388,45143,45706,45388,-1,0.0,0.0,0.0,0.2988489,0.0,0.0
45706-45143-45706,45143,45706,45706,0,0.0,0.0,0.0,0.0,0.0,-1.0
45706-45143-55911,45143,45706,55911,-1,0.0,0.0,0.0,26.981606,0.0,0.0
55911-45143-45148,45143,55911,45148,-1,0.0,0.0,0.0,6.3949537,0.0,0.0
55911-45143-45388,45143,55911,45388,-1,0.0,0.0,0.0,20.739687,0.0,0.0
55911-45143-45706,45143,55911,45706,-1,0.0,0.0,0.0,30.010897,0.0,0.0
55911-45143-55911,45143,55911,55911,0,0.0,0.0,0.0,0.0,0.0,-1.0
45126-45146-45126,45146,45126,45126,0,0.0,0.0,0.0,0.0,0.0,-1.0
45126-45146-45145,45146,45126,45145,-1,0.0,0.0,0.0,0.0,0.0,0.0
45126-45146-45147,45146,45126,45147,-1,0.0,0.0,0.0,0.350254,0.0,0.0
45126-45146-45236,45146,45126,45236,0,0.0,0.0,0.0,0.0,0.0,-1.0
45145-45146-45126,45146,45145,45126,-1,0.0,0.0,0.0,0.0,0.0,0.0
45145-45146-45145,45146,45145,45145,0,0.0,0.0,0.0,0.0,0.0,-1.0
45145-45146-45147,45146,45145,45147,0,0.0,0.0,0.0,0.0,0.0,-1.0
45145-45146-45236,45146,45145,45236,-1,0.0,0.0,0.0,0.0,0.0,0.0
45147-45146-45126,45146,45147,45126,-1,0.0,0.0,0.0,0.9908653,0.0,0.0
45147-45146-45145,45146,45147,45145,-1,0.0,0.0,0.0,0.0,0.0,0.0
45147-45146-45147,45146,45147,45147,0,0.0,0.0,0.0,0.0,0.0,-1.0
45147-45146-45236,45146,45147,45236,-1,0.0,0.0,0.0,1.6707891,0.0,0.0
45236-45146-45126,45146,45236,45126,-1,0.0,0.0,0.0,0.1506342,0.0,0.0
45236-45146-45145,45146,45236,45145,-1,0.0,0.0,0.0,0.0,0.0,0.0
45236-45146-45147,45146,45236,45147,-1,0.0,0.0,0.0,0.1463427,0.0,0.0
45236-45146-45236,45146,45236,45236,0,0.0,0.0,0.0,0.0,0.0,-1.0
45151-45150-45151,45150,45151,45151,0,0.0,0.0,0.0,0.0,0.0,-1.0
45151-45150-45183,45150,45151,45183,-1,0.0,0.0,0.0,59.754429,0.0,0.0
45151-45150-45244,45150,45151,45244,-1,0.0,0.0,0.0,30.346161,0.0,0.0
45151-45150-45282,45150,45151,45282,-1,0.0,0.0,0.0,42.852436,0.0,0.0
45183-45150-45151,45150,45183,45151,-1,0.0,0.0,0.0,0.8399174,0.0,0.0
45183-45150-45183,45150,45183,45183,0,0.0,0.0,0.0,0.0,0.0,-1.0
45183-45150-45244,45150,45183,45244,-1,0.0,0.0,0.0,0.4935301,0.0,0.0
45183-45150-45282,45150,45183,45282,-1,0.0,0.0,0.0,45.131985,0.0,0.0
45244-45150-45151,45150,45244,45151,0,0.0,0.0,0.0,0.0,0.0,-1.0
45244-45150-45183,45150,45244,45183,-1,0.0,0.0,0.0,2.8676758,0.0,0.0
45244-45150-45244,45150,45244,45244,0,0.0,0.0,0.0,0.0,0.0,-1.0
45244-45150-45282,45150,45244,45282,-1,0.0,0.0,0.0,46.182629,0.0,0.0
45282-45150-45151,45150,45282,45151,-1,0.0,0.0,0.0,1.3654885,0.0,0.0
45282-45150-45183,45150,45282,45183,0,0.0,0.0,0.0,0.0,0.0,-1.0
45282-45150-45244,45150,45282,45244,-1,0.0,0.0,0.0,2.1632886,0.0,0.0
45282-45150-45282,45150,45282,45282,0,0.0,0.0,0.0,0.0,0.0,-1.0
45527-45154-45527,45154,45527,45527,0,0.0,0.0,0.0,0.0,0.0,-1.0
45527-45154-55980,45154,45527,55980,-1,0.0,0.0,0.0,135.06906,0.0,0.0
55980-45154-45527,45154,55980,45527,-1,0.0,0.0,0.0,47.335812,0.0,0.0
55980-45154-55980,45154,55980,55980,0,0.0,0.0,0.0,0.0,0.0,-1.0
45166-45170-45166,45170,45166,45166,0,0.0,0.0,0.0,0.0,0.0,-1.0
45166-45170-45171,45170,45166,45171,-1,0.0,0.0,0.0,116.42809,0.0,0.0
45166-45170-45219,45170,45166,45219,0,0.0,0.0,0.0,0.0,0.0,-1.0
45171-45170-45166,45170,45171,45166,-1,0.0,0.0,0.0,99.671928,0.0,0.0
45171-45170-45171,45170,45171,45171,0,0.0,0.0,0.0,0.0,0.0,-1.0
45171-45170-45219,45170,45171,45219,-1,0.0,0.0,0.0,0.0,0.0,0.0
45220-45170-45166,45170,45220,45166,0,0.0,0.0,0.0,0.0,0.0,-1.0
45220-45170-45171,45170,45220,45171,-1,0.0,0.0,0.0,0.0,0.0,0.0
45220-45170-45219,45170,45220,45219,0,0.0,0.0,0.0,0.0,0.0,-1.0
45170-45171-45170,45171,45170,45170,0,0.0,0.0,0.0,0.0,0.0,-1.0
45170-45171-45181,45171,45170,45181,-1,0.0,0.0,0.0,10.851744,0.0,0.0
45170-45171-45193,45171,45170,45193,-1,0.0,0.0,0.0,103.60393,0.0,0.0
45170-45171-45306,45171,45170,45306,-1,0.0,0.0,0.0,1.972414,0.0,0.0
45181-45171-45170,45171,45181,45170,-1,0.0,0.0,0.0,4.0455565,0.0,0.0
45181-45171-45181,45171,45181,45181,0,0.0,0.0,0.0,0.0,0.0,-1.0
45181-45171-45193,45171,45181,45193,-1,0.0,0.0,0.0,73.674126,0.0,0.0
45181-45171-45306,45171,45181,45306,-1,0.0,0.0,0.0,2.1509607,0.0,0.0
45193-45171-45170,45171,45193,45170,-1,0.0,0.0,0.0,78.13887,0.0,0.0
45193-45171-45181,45171,45193,45181,-1,0.0,0.0,0.0,3.0507751,0.0,0.0
45193-45171-45193,45171,45193,45193,0,0.0,0.0,0.0,0.0,0.0,-1.0
45193-45171-45306,45171,45193,45306,-1,0.0,0.0,0.0,0.4110416,0.0,0.0
45306-45171-45170,45171,45306,45170,-1,0.0,0.0,0.0,17.487505,0.0,0.0
45306-45171-45181,45171,45306,45181,-1,0.0,0.0,0.0,52.219009,0.0,0.0
45306-45171-45193,45171,45306,45193,0,0.0,0.0,0.0,0.0,0.0,-1.0
45306-45171-45306,45171,45306,45306,0,0.0,0.0,0.0,0.0,0.0,-1.0
45186-45187-45186,45187,45186,45186,0,0.0,0.0,0.0,0.0,0.0,-1.0
45186-45187-45188,45187,45186,45188,-1,0.0,0.0,0.0,25.966959,0.0,0.0
45186-45187-45409,45187,45186,45409,0,0.0,0.0,0.0,0.0,0.0,-1.0
45186-45187-45546,45187,45186,45546,-1,0.0,0.0,0.0,2.0434875,0.0,0.0
45188-45187-45186,45187,45188,45186,-1,0.0,0.0,0.0,105.8334,0.0,0.0
45188-45187-45188,45187,45188,45188,0,0.0,0.0,0.0,0.0,0.0,-1.0
45188-45187-45409,45187,45188,45409,-1,0.0,0.0,0.0,56.531387,0.0,0.0
45188-45187-45546,45187,45188,45546,0,0.0,0.0,0.0,0.0,0.0,-1.0
45409-45187-45186,45187,45409,45186,-1,0.0,0.0,0.0,111.93602,0.0,0.0
45409-45187-45188,45187,45409,45188,0,0.0,0.0,0.0,0.0,0.0,-1.0
45409-45187-45409,45187,45409,45409,0,0.0,0.0,0.0,0.0,0.0,-1.0
45409-45187-45546,45187,45409,45546,-1,0.0,0.0,0.0,0.0,0.0,0.0
45187-45188-45187,45188,45187,45187,0,0.0,0.0,0.0,0.0,0.0,-1.0
45187-45188-45189,45188,45187,45189,-1,0.0,0.0,0.0,25.966959,0.0,0.0
45189-45188-45187,45188,45189,45187,-1,0.0,0.0,0.0,162.36478,0.0,0.0
45189-45188-45189,45188,45189,45189,0,0.0,0.0,0.0,0.0,0.0,-1.0
45546-45188-45187,45188,45546,45187,0,0.0,0.0,0.0,0.0,0.0,-1.0
45546-45188-45189,45188,45546,45189,-1,0.0,0.0,0.0,3.6678755,0.0,0.0
45253-45247-45253,45247,45253,45253,0,0.0,0.0,0.0,0.0,0.0,-1.0
45253-45247-45524,45247,45253,45524,-1,0.0,0.0,0.0,116.69731,0.0,0.0
45524-45247-45253,45247,45524,45253,-1,0.0,0.0,0.0,66.663528,0.0,0.0
45524-45247-45524,45247,45524,45524,0,0.0,0.0,0.0,0.0,0.0,-1.0
45526-45247-45253,45247,45526,45253,0,0.0,0.0,0.0,0.0,0.0,-1.0
45526-45247-45524,45247,45526,45524,-1,0.0,0.0,0.0,18.371748,0.0,0.0
45247-45253-45247,45253,45247,45247,0,0.0,0.0,0.0,0.0,0.0,-1.0
45247-45253-45252,45253,45247,45252,-1,0.0,0.0,0.0,26.437462,0.0,0.0
45247-45253-45374,45253,45247,45374,-1,0.0,0.0,0.0,40.22607,0.0,0.0
45247-45253-45525,45253,45247,45525,0,0.0,0.0,0.0,0.0,0.0,-1.0
45252-45253-45247,45253,45252,45247,-1,0.0,0.0,0.0,116.69731,0.0,0.0
45252-45253-45252,45253,45252,45252,0,0.0,0.0,0.0,0.0,0.0,-1.0
45252-45253-45374,45253,45252,45374,-1,0.0,0.0,0.0,0.0363017,0.0,0.0
45252-45253-45525,45253,45252,45525,-1,0.0,0.0,0.0,0.0323607,0.0,0.0
45374-45253-45247,45253,45374,45247,0,0.0,0.0,0.0,0.0,0.0,-1.0
45374-45253-45252,45253,45374,45252,-1,0.0,0.0,0.0,0.0375503,0.0,0.0
45374-45253-45374,45253,45374,45374,0,0.0,0.0,0.0,0.0,0.0,-1.0
45374-45253-45525,45253,45374,45525,-1,0.0,0.0,0.0,0.0,0.0,0.0
45132-45264-45132,45264,45132,45132,0,0.0,0.0,0.0,0.0,0.0,-1.0
45132-45264-45133,45264,45132,45133,-1,0.0,0.0,0.0,90.886528,0.0,0.0
45132-45264-45514,45264,45132,45514,0,0.0,0.0,0.0,0.0,0.0,-1.0
45133-45264-45132,45264,45133,45132,-1,0.0,0.0,0.0,10.147071,0.0,0.0
45133-45264-45133,45264,45133,45133,0,0.0,0.0,0.0,0.0,0.0,-1.0
45133-45264-45514,45264,45133,45514,-1,0.0,0.0,0.0,0.0,0.0,0.0
45268-45274-45268,45274,45268,45268,0,0.0,0.0,0.0,0.0,0.0,-1.0
45268-45274-45273,45274,45268,45273,-1,0.0,0.0,0.0,14.083236,0.0,0.0
45268-45274-45387,45274,45268,45387,0,0.0,0.0,0.0,0.0,0.0,-1.0
45273-45274-45268,45274,45273,45268,-1,0.0,0.0,0.0,16.6507,0.0,0.0
45273-45274-45273,45274,45273,45273,0,0.0,0.0,0.0,0.0,0.0,-1.0
45273-45274-45387,45274,45273,45387,-1,0.0,0.0,0.0,24.625582,0.0,0.0
45333-45274-45268,45274,45333,45268,-1,0.0,0.0,0.0,0.1976494,0.0,0.0
45333-45274-45273,45274,45333,45273,-1,0.0,0.0,0.0,0.0,0.0,0.0
45333-45274-45387,45274,45333,45387,-1,0.0,0.0,0.0,71.108765,0.0,0.0
45415-45332-45209,45332,45415,45209,0,0.0,0.0,0.0,0.0,0.0,-1.0
45415-45332-45415,45332,45415,45415,0,0.0,0.0,0.0,0.0,0.0,-1.0
45415-45332-55208,45332,45415,55208,-1,0.0,0.0,0.0,0.667796,0.0,0.0
45495-45332-45209,45332,45495,45209,-1,0.0,0.0,0.0,346.12714,0.0,0.0
45495-45332-45415,45332,45495,45415,-1,0.0,0.0,0.0,15.231884,0.0,0.0
45495-45332-55208,45332,45495,55208,-1,0.0,0.0,0.0,0.5850187,0.0,0.0
55208-45332-45209,45332,55208,45209,-1,0.0,0.0,0.0,0.0,0.0,0.0
55208-45332-45415,45332,55208,45415,-1,0.0,0.0,0.0,0.2316975,0.0,0.0
55208-45332-55208,45332,55208,55208,0,0.0,0.0,0.0,0.0,0.0,-1.0
45114-45364-45114,45364,45114,45114,0,0.0,0.0,0.0,0.0,0.0,-1.0
45114-45364-45175,45364,45114,45175,-1,0.0,0.0,0.0,3.3201573,0.0,0.0
45114-45364-45353,45364,45114,45353,0,0.0,0.0,0.0,0.0,0.0,-1.0
45175-45364-45114,45364,45175,45114,-1,0.0,0.0,0.0,52.241333,0.0,0.0
45175-45364-45175,45364,45175,45175,0,0.0,0.0,0.0,0.0,0.0,-1.0
45175-45364-45353,45364,45175,45353,-1,0.0,0.0,0.0,0.0,0.0,0.0
45352-45364-45114,45364,45352,45114,0,0.0,0.0,0.0,0.0,0.0,-1.0
45352-45364-45175,45364,45352,45175,-1,0.0,0.0,0.0,0.0,0.0,0.0
45352-45364-45353,45364,45352,45353,0,0.0,0.0,0.0,0.0,0.0,-1.0
171-45415-171,45415,171,171,0,0.0,0.0,0.0,0.0,0.0,-1.0
171-45415-45232,45415,171,45232,-1,0.0,0.0,0.0,0.4568696,0.0,0.0
171-45415-45332,45415,171,45332,-1,0.0,0.0,0.0,0.4018697,0.0,0.0
45232-45415-171,45415,45232,171,0,0.0,0.0,0.0,0.0,0.0,-1.0
45232-45415-45232,45415,45232,45232,0,0.0,0.0,0.0,0.0,0.0,-1.0
45232-45415-45332,45415,45232,45332,-1,0.0,0.0,0.0,0.2659263,0.0,0.0
45332-45415-171,45415,45332,171,-1,0.0,0.0,0.0,15.190398,0.0,0.0
45332-45415-45232,45415,45332,45232,-1,0.0,0.0,0.0,0.2731837,0.0,0.0
45332-45415-45332,45415,45332,45332,0,0.0,0.0,0.0,0.0,0.0,-1.0
45064-45505-45026,45505,45064,45026,0,0.0,0.0,0.0,0.0,0.0,-1.0
45064-45505-45124,45505,45064,45124,-1,0.0,0.0,0.0,68.330704,0.0,0.0
45124-45505-45026,45505,45124,45026,-1,0.0,0.0,0.0,45.505085,0.0,0.0
45124-45505-45124,45505,45124,45124,0,0.0,0.0,0.0,0.0,0.0,-1.0
45253-45525-45523,45525,45253,45523,-1,0.0,0.0,0.0,0.0323607,0.0,0.0
45253-45525-45526,45525,45253,45526,0,0.0,0.0,0.0,0.0,0.0,-1.0
45523-45525-45523,45525,45523,45523,0,0.0,0.0,0.0,0.0,0.0,-1.0
45523-45525-45526,45525,45523,45526,-1,0.0,0.0,0.0,18.371748,0.0,0.0
45154-45527-45154,45527,45154,45154,0,0.0,0.0,0.0,0.0,0.0,-1.0
45154-45527-45524,45527,45154,45524,-1,0.0,0.0,0.0,47.335812,0.0,0.0
45524-45527-45154,45527,45524,45154,-1,0.0,0.0,0.0,135.06906,0.0,0.0
45524-45527-45524,45527,45524,45524,0,0.0,0.0,0.0,0.0,0.0,-1.0
55977-45527-45154,45527,55977,45154,-1,0.0,0.0,0.0,0.0,0.0,0.0
55977-45527-45524,45527,55977,45524,-1,0.0,0.0,0.0,19.327721,0.0,0.0
45187-45546-45188,45546,45187,45188,0,0.0,0.0,0.0,0.0,0.0,-1.0
45187-45546-45545,45546,45187,45545,-1,0.0,0.0,0.0,2.0434875,0.0,0.0
45545-45546-45188,45546,45545,45188,-1,0.0,0.0,0.0,3.6678755,0.0,0.0
45545-45546-45545,45546,45545,45545,0,0.0,0.0,0.0,0.0,0.0,-1.0
46111-46113-46114,46113,46111,46114,0,0.0,0.0,0.0,0.0,0.0,-1.0
46111-46113-46280,46113,46111,46280,-1,0.0,0.0,0.0,0.0,0.0,0.0
46114-46113-46114,46113,46114,46114,0,0.0,0.0,0.0,0.0,0.0,-1.0
46114-46113-46280,46113,46114,46280,-1,0.0,0.0,0.0,0.0,0.0,0.0
46280-46113-46114,46113,46280,46114,-1,0.0,0.0,0.0,2.770108,0.0,0.0
46280-46113-46280,46113,46280,46280,0,0.0,0.0,0.0,0.0,0.0,-1.0
46113-46114-46113,46114,46113,46113,0,0.0,0.0,0.0,0.0,0.0,-1.0
46113-46114-46115,46114,46113,46115,-1,0.0,0.0,0.0,2.394237,0.0,0.0
46113-46114-46279,46114,46113,46279,-1,0.0,0.0,0.0,0.3758711,0.0,0.0
46279-46114-46113,46114,46279,46113,-1,0.0,0.0,0.0,0.0,0.0,0.0
46279-46114-46115,46114,46279,46115,0,0.0,0.0,0.0,0.0,0.0,-1.0
46279-46114-46279,46114,46279,46279,0,0.0,0.0,0.0,0.0,0.0,-1.0
46116-46117-46280,46117,46116,46280,-1,0.0,0.0,0.0,0.0,0.0,0.0
46116-46117-46281,46117,46116,46281,-1,0.0,0.0,0.0,54.611443,0.0,0.0
46116-46117-46516,46117,46116,46516,0,0.0,0.0,0.0,0.0,0.0,-1.0
46280-46117-46280,46117,46280,46280,0,0.0,0.0,0.0,0.0,0.0,-1.0
46280-46117-46281,46117,46280,46281,-1,0.0,0.0,0.0,0.0,0.0,0.0
46280-46117-46516,46117,46280,46516,-1,0.0,0.0,0.0,0.0,0.0,0.0
46281-46117-46280,46117,46281,46280,-1,0.0,0.0,0.0,2.770108,0.0,0.0
46281-46117-46281,46117,46281,46281,0,0.0,0.0,0.0,0.0,0.0,-1.0
46281-46117-46516,46117,46281,46516,-1,0.0,0.0,0.0,35.085991,0.0,0.0
41014-46175-41014,46175,41014,41014,0,0.0,0.0,0.0,0.0,0.0,-1.0
41014-46175-46239,46175,41014,46239,-1,0.0,0.0,0.0,64.163345,0.0,0.0
41014-46175-46560,46175,41014,46560,-1,0.0,0.0,0.0,68.531822,0.0,0.0
46239-46175-41014,46175,46239,41014,-1,0.0,0.0,0.0,47.14167,0.0,0.0
46239-46175-46239,46175,46239,46239,0,0.0,0.0,0.0,0.0,0.0,-1.0
46239-46175-46560,46175,46239,46560,-1,0.0,0.0,0.0,0.0,0.0,0.0
46560-46175-41014,46175,46560,41014,-1,0.0,0.0,0.0,20.839123,0.0,0.0
46560-46175-46239,46175,46560,46239,-1,0.0,0.0,0.0,0.0,0.0,0.0
46560-46175-46560,46175,46560,46560,0,0.0,0.0,0.0,0.0,0.0,-1.0
46184-46185-46184,46185,46184,46184,0,0.0,0.0,0.0,0.0,0.0,-1.0
46184-46185-46636,46185,46184,46636,-1,0.0,0.0,0.0,43.789776,0.0,0.0
46636-46185-46184,46185,46636,46184,-1,0.0,0.0,0.0,7.7028346,0.0,0.0
46636-46185-46636,46185,46636,46636,0,0.0,0.0,0.0,0.0,0.0,-1.0
46655-46185-46184,46185,46655,46184,-1,0.0,0.0,0.0,45.490841,0.0,0.0
46655-46185-46636,46185,46655,46636,0,0.0,0.0,0.0,0.0,0.0,-1.0
46649-46191-46657,46191,46649,46657,-1,0.0,0.0,0.0,26.337324,0.0,0.0
46649-46191-64727,46191,46649,64727,0,0.0,0.0,0.0,0.0,0.0,-1.0
46657-46191-46657,46191,46657,46657,0,0.0,0.0,0.0,0.0,0.0,-1.0
46657-46191-64727,46191,46657,64727,-1,0.0,0.0,0.0,53.193676,0.0,0.0
64727-46191-46657,46191,64727,46657,-1,0.0,0.0,0.0,17.452452,0.0,0.0
64727-46191-64727,46191,64727,64727,0,0.0,0.0,0.0,0.0,0.0,-1.0
46231-46201-46261,46201,46231,46261,-1,0.0,0.0,0.0,14.284939,0.0,0.0
46261-46201-46261,46201,46261,46261,0,0.0,0.0,0.0,0.0,0.0,-1.0
46315-46220-46315,46220,46315,46315,0,0.0,0.0,0.0,0.0,0.0,-1.0
46315-46220-46492,46220,46315,46492,-1,0.0,0.0,0.0,0.1759885,0.0,0.0
46315-46220-56189,46220,46315,56189,-1,0.0,0.0,0.0,214.10518,0.0,0.0
46492-46220-46315,46220,46492,46315,-1,0.0,0.0,0.0,0.0,0.0,0.0
46492-46220-46492,46220,46492,46492,0,0.0,0.0,0.0,0.0,0.0,-1.0
46492-46220-56189,46220,46492,56189,0,0.0,0.0,0.0,0.0,0.0,-1.0
56189-46220-46315,46220,56189,46315,-1,0.0,0.0,0.0,28.623775,0.0,0.0
56189-46220-46492,46220,56189,46492,-1,0.0,0.0,0.0,27.759813,0.0,0.0
56189-46220-56189,46220,56189,56189,0,0.0,0.0,0.0,0.0,0.0,-1.0
46226-46227-46226,46227,46226,46226,0,0.0,0.0,0.0,0.0,0.0,-1.0
46226-46227-46240,46227,46226,46240,-1,0.0,0.0,0.0,53.668831,0.0,0.0
46226-46227-46271,46227,46226,46271,-1,0.0,0.0,0.0,0.0,0.0,0.0
46226-46227-46310,46227,46226,46310,-1,0.0,0.0,0.0,2.3284984,0.0,0.0
46226-46227-46316,46227,46226,46316,-1,0.0,0.0,0.0,1.1575643,0.0,0.0
46240-46227-46226,46227,46240,46226,-1,0.0,0.0,0.0,11.527984,0.0,0.0
46240-46227-46240,46227,46240,46240,0,0.0,0.0,0.0,0.0,0.0,-1.0
46240-46227-46271,46227,46240,46271,-1,0.0,0.0,0.0,11.097812,0.0,0.0
46240-46227-46310,46227,46240,46310,0,0.0,0.0,0.0,0.0,0.0,-1.0
46240-46227-46316,46227,46240,46316,-1,0.0,0.0,0.0,81.068779,0.0,0.0
