ID,JNODE,INODE,KNODE,TPF,DATA1,DATA2,DATA3
33243-33304-33243,33304,33243,33243,0,0.0,0.0,0.0
33305-33304-33005,33304,33305,33005,-1,0.0,0.0,0.0
33305-33304-33021,33304,33305,33021,0,0.0,0.0,0.0
33305-33304-33243,33304,33305,33243,-1,0.0,0.0,0.0
33136-33340-33136,33340,33136,33136,0,0.0,0.0,0.0
33136-33340-33341,33340,33136,33341,-1,0.0,0.0,0.0
33136-33340-33345,33340,33136,33345,0,0.0,0.0,0.0
33341-33340-33136,33340,33341,33136,-1,0.0,0.0,0.0
33341-33340-33341,33340,33341,33341,0,0.0,0.0,0.0
33341-33340-33345,33340,33341,33345,-1,0.0,0.0,0.0
33240-33345-33137,33345,33240,33137,-1,0.0,0.0,0.0
33240-33345-33240,33345,33240,33240,0,0.0,0.0,0.0
33340-33345-33137,33345,33340,33137,0,0.0,0.0,0.0
33340-33345-33240,33345,33340,33240,-1,0.0,0.0,0.0
33138-33346-33136,33346,33138,33136,0,0.0,0.0,0.0
33138-33346-33225,33346,33138,33225,-1,0.0,0.0,0.0
33225-33346-33136,33346,33225,33136,-1,0.0,0.0,0.0
33225-33346-33225,33346,33225,33225,0,0.0,0.0,0.0
33034-33358-33015,33358,33034,33015,0,0.0,0.0,0.0
33034-33358-33076,33358,33034,33076,-1,0.0,0.0,0.0
33076-33358-33015,33358,33076,33015,-1,0.0,0.0,0.0
33076-33358-33076,33358,33076,33076,0,0.0,0.0,0.0
34002-34003-34060,34003,34002,34060,-1,0.0,0.0,0.0
34002-34003-44209,34003,34002,44209,0,0.0,0.0,0.0
34002-34003-44253,34003,34002,44253,0,0.0,0.0,0.0
34060-34003-34060,34003,34060,34060,0,0.0,0.0,0.0
34060-34003-44209,34003,34060,44209,-1,0.0,0.0,0.0
34060-34003-44253,34003,34060,44253,-1,0.0,0.0,0.0
44209-34003-34060,34003,44209,34060,-1,0.0,0.0,0.0
44209-34003-44209,34003,44209,44209,0,0.0,0.0,0.0
44209-34003-44253,34003,44209,44253,0,0.0,0.0,0.0
733-34028-733,34028,733,733,0,0.0,0.0,0.0
733-34028-34027,34028,733,34027,-1,0.0,0.0,0.0
733-34028-34029,34028,733,34029,-1,0.0,0.0,0.0
733-34028-34034,34028,733,34034,-1,0.0,0.0,0.0
34027-34028-733,34028,34027,733,-1,0.0,0.0,0.0
34027-34028-34027,34028,34027,34027,0,0.0,0.0,0.0
34027-34028-34029,34028,34027,34029,-1,0.0,0.0,0.0
34027-34028-34034,34028,34027,34034,-1,0.0,0.0,0.0
34029-34028-733,34028,34029,733,-1,0.0,0.0,0.0
34029-34028-34027,34028,34029,34027,-1,0.0,0.0,0.0
34029-34028-34029,34028,34029,34029,0,0.0,0.0,0.0
34029-34028-34034,34028,34029,34034,0,0.0,0.0,0.0
34034-34028-733,34028,34034,733,-1,0.0,0.0,0.0
34034-34028-34027,34028,34034,34027,-1,0.0,0.0,0.0
34034-34028-34029,34028,34034,34029,-1,0.0,0.0,0.0
34034-34028-34034,34028,34034,34034,0,0.0,0.0,0.0
35015-35056-35017,35056,35015,35017,0,0.0,0.0,0.0
35015-35056-35059,35056,35015,35059,-1,0.0,0.0,0.0
35059-35056-35017,35056,35059,35017,-1,0.0,0.0,0.0
35059-35056-35059,35056,35059,35059,0,0.0,0.0,0.0
35019-35057-35020,35057,35019,35020,0,0.0,0.0,0.0
35019-35057-35058,35057,35019,35058,-1,0.0,0.0,0.0
35058-35057-35020,35057,35058,35020,-1,0.0,0.0,0.0
35058-35057-35058,35057,35058,35058,0,0.0,0.0,0.0
35031-35110-35033,35110,35031,35033,0,0.0,0.0,0.0
35031-35110-35111,35110,35031,35111,-1,0.0,0.0,0.0
35031-35110-35203,35110,35031,35203,-1,0.0,0.0,0.0
35031-35110-35204,35110,35031,35204,-1,0.0,0.0,0.0
35111-35110-35033,35110,35111,35033,-1,0.0,0.0,0.0
35111-35110-35111,35110,35111,35111,0,0.0,0.0,0.0
35111-35110-35203,35110,35111,35203,-1,0.0,0.0,0.0
35111-35110-35204,35110,35111,35204,-1,0.0,0.0,0.0
35203-35110-35033,35110,35203,35033,-1,0.0,0.0,0.0
35203-35110-35111,35110,35203,35111,-1,0.0,0.0,0.0
35203-35110-35203,35110,35203,35203,0,0.0,0.0,0.0
35203-35110-35204,35110,35203,35204,-1,0.0,0.0,0.0
35040-35111-35038,35111,35040,35038,0,0.0,0.0,0.0
35040-35111-35110,35111,35040,35110,-1,0.0,0.0,0.0
35040-35111-35154,35111,35040,35154,-1,0.0,0.0,0.0
35110-35111-35038,35111,35110,35038,-1,0.0,0.0,0.0
35110-35111-35110,35111,35110,35110,0,0.0,0.0,0.0
35110-35111-35154,35111,35110,35154,-1,0.0,0.0,0.0
35154-35111-35038,35111,35154,35038,-1,0.0,0.0,0.0
35154-35111-35110,35111,35154,35110,-1,0.0,0.0,0.0
35154-35111-35154,35111,35154,35154,0,0.0,0.0,0.0
35131-35132-35131,35132,35131,35131,0,0.0,0.0,0.0
35131-35132-35149,35132,35131,35149,-1,0.0,0.0,0.0
35131-35132-35246,35132,35131,35246,0,0.0,0.0,0.0
35149-35132-35131,35132,35149,35131,-1,0.0,0.0,0.0
35149-35132-35149,35132,35149,35149,0,0.0,0.0,0.0
35149-35132-35246,35132,35149,35246,-1,0.0,0.0,0.0
35246-35132-35131,35132,35246,35131,-1,0.0,0.0,0.0
35246-35132-35149,35132,35246,35149,0,0.0,0.0,0.0
35246-35132-35246,35132,35246,35246,0,0.0,0.0,0.0
11138-35149-11138,35149,11138,11138,0,0.0,0.0,0.0
11138-35149-35073,35149,11138,35073,-1,0.0,0.0,0.0
11138-35149-35132,35149,11138,35132,0,0.0,0.0,0.0
35072-35149-11138,35149,35072,11138,-1,0.0,0.0,0.0
35072-35149-35073,35149,35072,35073,0,0.0,0.0,0.0
35072-35149-35132,35149,35072,35132,-1,0.0,0.0,0.0
35132-35149-11138,35149,35132,11138,-1,0.0,0.0,0.0
35132-35149-35073,35149,35132,35073,-1,0.0,0.0,0.0
35132-35149-35132,35149,35132,35132,0,0.0,0.0,0.0
35022-35300-35014,35300,35022,35014,0,0.0,0.0,0.0
35022-35300-35055,35300,35022,35055,-1,0.0,0.0,0.0
35055-35300-35014,35300,35055,35014,-1,0.0,0.0,0.0
35055-35300-35055,35300,35055,35055,0,0.0,0.0,0.0
36027-36032-36018,36032,36027,36018,0,0.0,0.0,0.0
36027-36032-36084,36032,36027,36084,-1,0.0,0.0,0.0
36084-36032-36018,36032,36084,36018,-1,0.0,0.0,0.0
36084-36032-36084,36032,36084,36084,0,0.0,0.0,0.0
36046-36052-36046,36052,36046,36046,0,0.0,0.0,0.0
36046-36052-36051,36052,36046,36051,-1,0.0,0.0,0.0
36046-36052-36097,36052,36046,36097,-1,0.0,0.0,0.0
36051-36052-36046,36052,36051,36046,-1,0.0,0.0,0.0
36051-36052-36051,36052,36051,36051,0,0.0,0.0,0.0
36051-36052-36097,36052,36051,36097,-1,0.0,0.0,0.0
36097-36052-36046,36052,36097,36046,0,0.0,0.0,0.0
36097-36052-36051,36052,36097,36051,-1,0.0,0.0,0.0
36097-36052-36097,36052,36097,36097,0,0.0,0.0,0.0
37070-37008-37070,37008,37070,37070,0,0.0,0.0,0.0
37070-37008-37149,37008,37070,37149,-1,0.0,0.0,0.0
37148-37008-37070,37008,37148,37070,-1,0.0,0.0,0.0
37148-37008-37149,37008,37148,37149,0,0.0,0.0,0.0
37071-37009-37071,37009,37071,37071,0,0.0,0.0,0.0
37071-37009-37127,37009,37071,37127,-1,0.0,0.0,0.0
37128-37009-37071,37009,37128,37071,-1,0.0,0.0,0.0
37128-37009-37127,37009,37128,37127,0,0.0,0.0,0.0
37002-37021-10952,37021,37002,10952,-1,0.0,0.0,0.0
37002-37021-37002,37021,37002,37002,0,0.0,0.0,0.0
37002-37021-37019,37021,37002,37019,-1,0.0,0.0,0.0
37002-37021-37067,37021,37002,37067,-1,0.0,0.0,0.0
37019-37021-10952,37021,37019,10952,-1,0.0,0.0,0.0
37019-37021-37002,37021,37019,37002,-1,0.0,0.0,0.0
37019-37021-37019,37021,37019,37019,0,0.0,0.0,0.0
37019-37021-37067,37021,37019,37067,-1,0.0,0.0,0.0
37040-37021-10952,37021,37040,10952,0,0.0,0.0,0.0
37040-37021-37002,37021,37040,37002,-1,0.0,0.0,0.0
37040-37021-37019,37021,37040,37019,-1,0.0,0.0,0.0
37040-37021-37067,37021,37040,37067,-1,0.0,0.0,0.0
37067-37021-10952,37021,37067,10952,-1,0.0,0.0,0.0
37067-37021-37002,37021,37067,37002,-1,0.0,0.0,0.0
37067-37021-37019,37021,37067,37019,-1,0.0,0.0,0.0
37067-37021-37067,37021,37067,37067,0,0.0,0.0,0.0
27000-37036-10953,37036,27000,10953,0,0.0,0.0,0.0
27000-37036-27000,37036,27000,27000,0,0.0,0.0,0.0
27000-37036-37066,37036,27000,37066,-1,0.0,0.0,0.0
27000-37036-37151,37036,27000,37151,-1,0.0,0.0,0.0
37066-37036-10953,37036,37066,10953,0,0.0,0.0,0.0
37066-37036-27000,37036,37066,27000,-1,0.0,0.0,0.0
37066-37036-37066,37036,37066,37066,0,0.0,0.0,0.0
37066-37036-37151,37036,37066,37151,-1,0.0,0.0,0.0
37151-37036-10953,37036,37151,10953,-1,0.0,0.0,0.0
37151-37036-27000,37036,37151,27000,-1,0.0,0.0,0.0
37151-37036-37066,37036,37151,37066,-1,0.0,0.0,0.0
37151-37036-37151,37036,37151,37151,0,0.0,0.0,0.0
37085-37101-37018,37101,37085,37018,-1,0.0,0.0,0.0
37085-37101-37102,37101,37085,37102,-1,0.0,0.0,0.0
37123-37124-37123,37124,37123,37123,0,0.0,0.0,0.0
37123-37124-37133,37124,37123,37133,-1,0.0,0.0,0.0
37130-37124-37123,37124,37130,37123,-1,0.0,0.0,0.0
37130-37124-37133,37124,37130,37133,0,0.0,0.0,0.0
37122-37146-37122,37146,37122,37122,0,0.0,0.0,0.0
37122-37146-37143,37146,37122,37143,-1,0.0,0.0,0.0
37147-37146-37122,37146,37147,37122,-1,0.0,0.0,0.0
37147-37146-37143,37146,37147,37143,0,0.0,0.0,0.0
38026-38011-38010,38011,38026,38010,0,0.0,0.0,0.0
38026-38011-38037,38011,38026,38037,-1,0.0,0.0,0.0
38026-38011-38071,38011,38026,38071,-1,0.0,0.0,0.0
38026-38011-38108,38011,38026,38108,-1,0.0,0.0,0.0
38037-38011-38010,38011,38037,38010,-1,0.0,0.0,0.0
38037-38011-38037,38011,38037,38037,0,0.0,0.0,0.0
38037-38011-38071,38011,38037,38071,-1,0.0,0.0,0.0
38037-38011-38108,38011,38037,38108,-1,0.0,0.0,0.0
38071-38011-38010,38011,38071,38010,-1,0.0,0.0,0.0
38071-38011-38037,38011,38071,38037,-1,0.0,0.0,0.0
38071-38011-38071,38011,38071,38071,0,0.0,0.0,0.0
38071-38011-38108,38011,38071,38108,-1,0.0,0.0,0.0
38108-38011-38010,38011,38108,38010,-1,0.0,0.0,0.0
38108-38011-38037,38011,38108,38037,-1,0.0,0.0,0.0
38108-38011-38071,38011,38108,38071,-1,0.0,0.0,0.0
38108-38011-38108,38011,38108,38108,0,0.0,0.0,0.0
38008-38095-38009,38095,38008,38009,0,0.0,0.0,0.0
38008-38095-38096,38095,38008,38096,-1,0.0,0.0,0.0
38096-38095-38009,38095,38096,38009,-1,0.0,0.0,0.0
38096-38095-38096,38095,38096,38096,0,0.0,0.0,0.0
38076-38101-38076,38101,38076,38076,0,0.0,0.0,0.0
38076-38101-38092,38101,38076,38092,-1,0.0,0.0,0.0
38091-38101-38076,38101,38091,38076,-1,0.0,0.0,0.0
38091-38101-38092,38101,38091,38092,0,0.0,0.0,0.0
41005-41004-41005,41004,41005,41005,0,0.0,0.0,0.0
41005-41004-41018,41004,41005,41018,-1,0.0,0.0,0.0
41005-41004-46002,41004,41005,46002,-1,0.0,0.0,0.0
41019-41004-41005,41004,41019,41005,-1,0.0,0.0,0.0
41019-41004-41018,41004,41019,41018,0,0.0,0.0,0.0
41019-41004-46002,41004,41019,46002,-1,0.0,0.0,0.0
46002-41004-41005,41004,46002,41005,-1,0.0,0.0,0.0
46002-41004-41018,41004,46002,41018,-1,0.0,0.0,0.0
46002-41004-46002,41004,46002,46002,0,0.0,0.0,0.0
41005-41014-41005,41014,41005,41005,0,0.0,0.0,0.0
41005-41014-46175,41014,41005,46175,-1,0.0,0.0,0.0
46092-41014-41005,41014,46092,41005,-1,0.0,0.0,0.0
46092-41014-46175,41014,46092,46175,-1,0.0,0.0,0.0
46175-41014-41005,41014,46175,41005,-1,0.0,0.0,0.0
46175-41014-46175,41014,46175,46175,0,0.0,0.0,0.0
41024-41023-41025,41023,41024,41025,-1,0.0,0.0,0.0
41024-41023-46210,41023,41024,46210,-1,0.0,0.0,0.0
41024-41023-46541,41023,41024,46541,0,0.0,0.0,0.0
41025-41023-41025,41023,41025,41025,0,0.0,0.0,0.0
41025-41023-46210,41023,41025,46210,-1,0.0,0.0,0.0
41025-41023-46541,41023,41025,46541,-1,0.0,0.0,0.0
41026-41023-41025,41023,41026,41025,-1,0.0,0.0,0.0
41026-41023-46210,41023,41026,46210,0,0.0,0.0,0.0
41026-41023-46541,41023,41026,46541,-1,0.0,0.0,0.0
32150-42008-32150,42008,32150,32150,0,0.0,0.0,0.0
32150-42008-42006,42008,32150,42006,-1,0.0,0.0,0.0
32150-42008-42009,42008,32150,42009,-1,0.0,0.0,0.0
42007-42008-32150,42008,42007,32150,-1,0.0,0.0,0.0
42007-42008-42006,42008,42007,42006,0,0.0,0.0,0.0
42007-42008-42009,42008,42007,42009,-1,0.0,0.0,0.0
42009-42008-32150,42008,42009,32150,-1,0.0,0.0,0.0
42009-42008-42006,42008,42009,42006,-1,0.0,0.0,0.0
42009-42008-42009,42008,42009,42009,0,0.0,0.0,0.0
42001-42009-42002,42009,42001,42002,0,0.0,0.0,0.0
42001-42009-42008,42009,42001,42008,-1,0.0,0.0,0.0
42001-42009-42016,42009,42001,42016,-1,0.0,0.0,0.0
42008-42009-42002,42009,42008,42002,-1,0.0,0.0,0.0
42008-42009-42008,42009,42008,42008,0,0.0,0.0,0.0
42008-42009-42016,42009,42008,42016,-1,0.0,0.0,0.0
42016-42009-42002,42009,42016,42002,-1,0.0,0.0,0.0
42016-42009-42008,42009,42016,42008,-1,0.0,0.0,0.0
42016-42009-42016,42009,42016,42016,0,0.0,0.0,0.0
11017-42047-11017,42047,11017,11017,0,0.0,0.0,0.0
11017-42047-42046,42047,11017,42046,-1,0.0,0.0,0.0
11017-42047-42049,42047,11017,42049,-1,0.0,0.0,0.0
42003-42047-11017,42047,42003,11017,-1,0.0,0.0,0.0
42003-42047-42046,42047,42003,42046,-1,0.0,0.0,0.0
42003-42047-42049,42047,42003,42049,0,0.0,0.0,0.0
42046-42047-11017,42047,42046,11017,-1,0.0,0.0,0.0
42046-42047-42046,42047,42046,42046,0,0.0,0.0,0.0
42046-42047-42049,42047,42046,42049,-1,0.0,0.0,0.0
42004-42051-42005,42051,42004,42005,0,0.0,0.0,0.0
42004-42051-42046,42051,42004,42046,-1,0.0,0.0,0.0
42046-42051-42005,42051,42046,42005,-1,0.0,0.0,0.0
42046-42051-42046,42051,42046,42046,0,0.0,0.0,0.0
43033-43022-43023,43022,43033,43023,0,0.0,0.0,0.0
43033-43022-43034,43022,43033,43034,-1,0.0,0.0,0.0
43033-43022-43278,43022,43033,43278,-1,0.0,0.0,0.0
43034-43022-43023,43022,43034,43023,0,0.0,0.0,0.0
43034-43022-43034,43022,43034,43034,0,0.0,0.0,0.0
43034-43022-43278,43022,43034,43278,-1,0.0,0.0,0.0
43278-43022-43023,43022,43278,43023,-1,0.0,0.0,0.0
43278-43022-43034,43022,43278,43034,-1,0.0,0.0,0.0
43278-43022-43278,43022,43278,43278,0,0.0,0.0,0.0
43088-43027-43086,43027,43088,43086,0,0.0,0.0,0.0
43088-43027-43088,43027,43088,43088,0,0.0,0.0,0.0
43088-43027-43341,43027,43088,43341,-1,0.0,0.0,0.0
43341-43027-43086,43027,43341,43086,-1,0.0,0.0,0.0
43341-43027-43088,43027,43341,43088,-1,0.0,0.0,0.0
43341-43027-43341,43027,43341,43341,0,0.0,0.0,0.0
43034-43028-43031,43028,43034,43031,0,0.0,0.0,0.0
43034-43028-43034,43028,43034,43034,0,0.0,0.0,0.0
43034-43028-43036,43028,43034,43036,-1,0.0,0.0,0.0
43036-43028-43031,43028,43036,43031,-1,0.0,0.0,0.0
43036-43028-43034,43028,43036,43034,-1,0.0,0.0,0.0
43036-43028-43036,43028,43036,43036,0,0.0,0.0,0.0
43022-43034-43022,43034,43022,43022,0,0.0,0.0,0.0
43022-43034-43028,43034,43022,43028,-1,0.0,0.0,0.0
43028-43034-43022,43034,43028,43022,-1,0.0,0.0,0.0
43028-43034-43028,43034,43028,43028,0,0.0,0.0,0.0
43032-43034-43022,43034,43032,43022,0,0.0,0.0,0.0
43032-43034-43028,43034,43032,43028,-1,0.0,0.0,0.0
43028-43036-43028,43036,43028,43028,0,0.0,0.0,0.0
43028-43036-43088,43036,43028,43088,-1,0.0,0.0,0.0
43028-43036-43255,43036,43028,43255,-1,0.0,0.0,0.0
43088-43036-43028,43036,43088,43028,-1,0.0,0.0,0.0
43088-43036-43088,43036,43088,43088,0,0.0,0.0,0.0
43088-43036-43255,43036,43088,43255,0,0.0,0.0,0.0
43048-43042-43046,43042,43048,43046,0,0.0,0.0,0.0
43048-43042-43048,43042,43048,43048,0,0.0,0.0,0.0
43048-43042-43360,43042,43048,43360,-1,0.0,0.0,0.0
43360-43042-43046,43042,43360,43046,-1,0.0,0.0,0.0
43360-43042-43048,43042,43360,43048,-1,0.0,0.0,0.0
43360-43042-43360,43042,43360,43360,0,0.0,0.0,0.0
43042-43048-43042,43048,43042,43042,0,0.0,0.0,0.0
43042-43048-43049,43048,43042,43049,-1,0.0,0.0,0.0
43047-43048-43042,43048,43047,43042,0,0.0,0.0,0.0
43047-43048-43049,43048,43047,43049,-1,0.0,0.0,0.0
43049-43048-43042,43048,43049,43042,-1,0.0,0.0,0.0
43049-43048-43049,43048,43049,43049,0,0.0,0.0,0.0
43048-43049-43048,43049,43048,43048,0,0.0,0.0,0.0
43048-43049-43052,43049,43048,43052,0,0.0,0.0,0.0
43048-43049-43053,43049,43048,43053,-1,0.0,0.0,0.0
43053-43049-43048,43049,43053,43048,-1,0.0,0.0,0.0
43053-43049-43052,43049,43053,43052,-1,0.0,0.0,0.0
43053-43049-43053,43049,43053,43053,0,0.0,0.0,0.0
43049-43053-43049,43053,43049,43049,0,0.0,0.0,0.0
43049-43053-43054,43053,43049,43054,-1,0.0,0.0,0.0
43049-43053-43084,43053,43049,43084,-1,0.0,0.0,0.0
43084-43053-43049,43053,43084,43049,-1,0.0,0.0,0.0
43084-43053-43054,43053,43084,43054,0,0.0,0.0,0.0
43084-43053-43084,43053,43084,43084,0,0.0,0.0,0.0
43067-43068-43069,43068,43067,43069,-1,0.0,0.0,0.0
43067-43068-43091,43068,43067,43091,-1,0.0,0.0,0.0
43067-43068-43293,43068,43067,43293,-1,0.0,0.0,0.0
43067-43068-43294,43068,43067,43294,-1,0.0,0.0,0.0
43069-43068-43069,43068,43069,43069,0,0.0,0.0,0.0
43069-43068-43091,43068,43069,43091,0,0.0,0.0,0.0
43069-43068-43293,43068,43069,43293,-1,0.0,0.0,0.0
43069-43068-43294,43068,43069,43294,-1,0.0,0.0,0.0
43293-43068-43069,43068,43293,43069,-1,0.0,0.0,0.0
43293-43068-43091,43068,43293,43091,-1,0.0,0.0,0.0
43293-43068-43293,43068,43293,43293,0,0.0,0.0,0.0
43293-43068-43294,43068,43293,43294,-1,0.0,0.0,0.0
43294-43068-43069,43068,43294,43069,-1,0.0,0.0,0.0
43294-43068-43091,43068,43294,43091,-1,0.0,0.0,0.0
43294-43068-43293,43068,43294,43293,-1,0.0,0.0,0.0
43294-43068-43294,43068,43294,43294,0,0.0,0.0,0.0
43068-43069-43068,43069,43068,43068,0,0.0,0.0,0.0
43068-43069-43071,43069,43068,43071,0,0.0,0.0,0.0
43068-43069-43074,43069,43068,43074,-1,0.0,0.0,0.0
43074-43069-43068,43069,43074,43068,-1,0.0,0.0,0.0
43074-43069-43071,43069,43074,43071,-1,0.0,0.0,0.0
43074-43069-43074,43069,43074,43074,0,0.0,0.0,0.0
43069-43074-43069,43074,43069,43069,0,0.0,0.0,0.0
43069-43074-43078,43074,43069,43078,-1,0.0,0.0,0.0
43069-43074-43079,43074,43069,43079,-1,0.0,0.0,0.0
43079-43074-43069,43074,43079,43069,-1,0.0,0.0,0.0
43079-43074-43078,43074,43079,43078,0,0.0,0.0,0.0
43079-43074-43079,43074,43079,43079,0,0.0,0.0,0.0
43073-43079-43063,43079,43073,43063,0,0.0,0.0,0.0
43073-43079-43074,43079,43073,43074,-1,0.0,0.0,0.0
43074-43079-43063,43079,43074,43063,-1,0.0,0.0,0.0
43074-43079-43074,43079,43074,43074,0,0.0,0.0,0.0
43291-43079-43063,43079,43291,43063,0,0.0,0.0,0.0
43291-43079-43074,43079,43291,43074,-1,0.0,0.0,0.0
43053-43084-43053,43084,43053,43053,0,0.0,0.0,0.0
43053-43084-44111,43084,43053,44111,-1,0.0,0.0,0.0
43083-43084-43053,43084,43083,43053,-1,0.0,0.0,0.0
43083-43084-44111,43084,43083,44111,0,0.0,0.0,0.0
44111-43084-43053,43084,44111,43053,-1,0.0,0.0,0.0
44111-43084-44111,43084,44111,44111,0,0.0,0.0,0.0
43063-43099-43223,43099,43063,43223,-1,0.0,0.0,0.0
43063-43099-43249,43099,43063,43249,-1,0.0,0.0,0.0
43063-43099-43290,43099,43063,43290,-1,0.0,0.0,0.0
43063-43099-43291,43099,43063,43291,0,0.0,0.0,0.0
43223-43099-43223,43099,43223,43223,0,0.0,0.0,0.0
43223-43099-43249,43099,43223,43249,-1,0.0,0.0,0.0
43223-43099-43290,43099,43223,43290,-1,0.0,0.0,0.0
43223-43099-43291,43099,43223,43291,-1,0.0,0.0,0.0
43249-43099-43223,43099,43249,43223,-1,0.0,0.0,0.0
43249-43099-43249,43099,43249,43249,0,0.0,0.0,0.0
43249-43099-43290,43099,43249,43290,-1,0.0,0.0,0.0
43249-43099-43291,43099,43249,43291,-1,0.0,0.0,0.0
43290-43099-43223,43099,43290,43223,-1,0.0,0.0,0.0
43290-43099-43249,43099,43290,43249,-1,0.0,0.0,0.0
43290-43099-43290,43099,43290,43290,0,0.0,0.0,0.0
43290-43099-43291,43099,43290,43291,-1,0.0,0.0,0.0
43302-43101-43302,43101,43302,43302,0,0.0,0.0,0.0
43302-43101-43303,43101,43302,43303,-1,0.0,0.0,0.0
43302-43101-43304,43101,43302,43304,-1,0.0,0.0,0.0
43302-43101-43305,43101,43302,43305,-1,0.0,0.0,0.0
43303-43101-43302,43101,43303,43302,-1,0.0,0.0,0.0
43303-43101-43303,43101,43303,43303,0,0.0,0.0,0.0
43303-43101-43304,43101,43303,43304,-1,0.0,0.0,0.0
43303-43101-43305,43101,43303,43305,-1,0.0,0.0,0.0
43304-43101-43302,43101,43304,43302,-1,0.0,0.0,0.0
43304-43101-43303,43101,43304,43303,0,0.0,0.0,0.0
43304-43101-43304,43101,43304,43304,0,0.0,0.0,0.0
43304-43101-43305,43101,43304,43305,-1,0.0,0.0,0.0
43305-43101-43302,43101,43305,43302,0,0.0,0.0,0.0
43305-43101-43303,43101,43305,43303,-1,0.0,0.0,0.0
43305-43101-43304,43101,43305,43304,-1,0.0,0.0,0.0
43305-43101-43305,43101,43305,43305,0,0.0,0.0,0.0
43161-43105-43161,43105,43161,43161,0,0.0,0.0,0.0
43161-43105-43355,43105,43161,43355,-1,0.0,0.0,0.0
43161-43105-43360,43105,43161,43360,-1,0.0,0.0,0.0
43161-43105-43362,43105,43161,43362,-1,0.0,0.0,0.0
43355-43105-43161,43105,43355,43161,-1,0.0,0.0,0.0
43355-43105-43355,43105,43355,43355,0,0.0,0.0,0.0
43355-43105-43360,43105,43355,43360,-1,0.0,0.0,0.0
43355-43105-43362,43105,43355,43362,0,0.0,0.0,0.0
43358-43105-43161,43105,43358,43161,-1,0.0,0.0,0.0
43358-43105-43355,43105,43358,43355,-1,0.0,0.0,0.0
43358-43105-43360,43105,43358,43360,-1,0.0,0.0,0.0
43358-43105-43362,43105,43358,43362,-1,0.0,0.0,0.0
43360-43105-43161,43105,43360,43161,0,0.0,0.0,0.0
43360-43105-43355,43105,43360,43355,-1,0.0,0.0,0.0
43360-43105-43360,43105,43360,43360,0,0.0,0.0,0.0
43360-43105-43362,43105,43360,43362,-1,0.0,0.0,0.0
43096-43112-43096,43112,43096,43096,0,0.0,0.0,0.0
43096-43112-43111,43112,43096,43111,-1,0.0,0.0,0.0
43096-43112-43113,43112,43096,43113,-1,0.0,0.0,0.0
43096-43112-43402,43112,43096,43402,0,0.0,0.0,0.0
43111-43112-43096,43112,43111,43096,-1,0.0,0.0,0.0
43111-43112-43111,43112,43111,43111,0,0.0,0.0,0.0
43111-43112-43113,43112,43111,43113,-1,0.0,0.0,0.0
43111-43112-43402,43112,43111,43402,-1,0.0,0.0,0.0
43113-43112-43096,43112,43113,43096,-1,0.0,0.0,0.0
43113-43112-43111,43112,43113,43111,-1,0.0,0.0,0.0
43113-43112-43113,43112,43113,43113,0,0.0,0.0,0.0
43113-43112-43402,43112,43113,43402,-1,0.0,0.0,0.0
43402-43112-43096,43112,43402,43096,-1,0.0,0.0,0.0
43402-43112-43111,43112,43402,43111,-1,0.0,0.0,0.0
43402-43112-43113,43112,43402,43113,-1,0.0,0.0,0.0
43402-43112-43402,43112,43402,43402,0,0.0,0.0,0.0
43318-43124-43318,43124,43318,43318,0,0.0,0.0,0.0
43318-43124-43319,43124,43318,43319,-1,0.0,0.0,0.0
43318-43124-43320,43124,43318,43320,-1,0.0,0.0,0.0
43318-43124-43331,43124,43318,43331,-1,0.0,0.0,0.0
43319-43124-43318,43124,43319,43318,0,0.0,0.0,0.0
43319-43124-43319,43124,43319,43319,0,0.0,0.0,0.0
43319-43124-43320,43124,43319,43320,-1,0.0,0.0,0.0
43319-43124-43331,43124,43319,43331,-1,0.0,0.0,0.0
43320-43124-43318,43124,43320,43318,-1,0.0,0.0,0.0
43320-43124-43319,43124,43320,43319,-1,0.0,0.0,0.0
43320-43124-43320,43124,43320,43320,0,0.0,0.0,0.0
43320-43124-43331,43124,43320,43331,-1,0.0,0.0,0.0
43331-43124-43318,43124,43331,43318,-1,0.0,0.0,0.0
43331-43124-43319,43124,43331,43319,-1,0.0,0.0,0.0
43331-43124-43320,43124,43331,43320,-1,0.0,0.0,0.0
43331-43124-43331,43124,43331,43331,0,0.0,0.0,0.0
43237-43221-43237,43221,43237,43237,0,0.0,0.0,0.0
43237-43221-43358,43221,43237,43358,-1,0.0,0.0,0.0
43237-43221-44356,43221,43237,44356,-1,0.0,0.0,0.0
43364-43221-43237,43221,43364,43237,-1,0.0,0.0,0.0
43364-43221-43358,43221,43364,43358,0,0.0,0.0,0.0
43364-43221-44356,43221,43364,44356,-1,0.0,0.0,0.0
44356-43221-43237,43221,44356,43237,-1,0.0,0.0,0.0
44356-43221-43358,43221,44356,43358,-1,0.0,0.0,0.0
44356-43221-44356,43221,44356,44356,0,0.0,0.0,0.0
43122-43338-43122,43338,43122,43122,0,0.0,0.0,0.0
43122-43338-43337,43338,43122,43337,-1,0.0,0.0,0.0
43122-43338-43350,43338,43122,43350,0,0.0,0.0,0.0
43337-43338-43122,43338,43337,43122,-1,0.0,0.0,0.0
43337-43338-43337,43338,43337,43337,0,0.0,0.0,0.0
43337-43338-43350,43338,43337,43350,-1,0.0,0.0,0.0
